# Anthropometric measurements of military personnel in South Vietnam, recorded
# in the 1963 anthropometric survey described in R M White's 1964 ARPA report
# "Anthropometric Survey of the Armed Forces of the Republic of Vietnam"
# (DTIC no. AD 457 939).
# http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=AD0457939
#
# Data originally downloaded from
#	http://www.dtic.mil/dticasd/docs-a/anthro_other_military.html
# circa 2009, but that URL is now defunct (gives a 404 error).
#
# This file omits 26 subjects of the original 2129 because those subjects
# had their age or a measurement missing.
#
# SUBJ_NUM = subject identifier
#            (the first digit appears to identify the subsample of personnel:
#             1 = Navy in Saigon
#             2 = Marines in Saigon
#             3 = Air Force in Saigon
#             4 = Army, Airbone Brig. in Saigon
#             5 = Army, 5th Inf. Div. in Bien Hoa
#             6 = Army, Basic Trainees in Quang Trung
#             7 = Army, 7th Inf. Div. in My Tho)
# AGE = age (years)
# WEIGHT = body mass (kg)
# STATURE = standing height, from floor to top of head (cm)
# SITTING_HT = sitting height, from top of seat to top of head (cm)
# KNEE_HT = knee height, from footrest surface to top of right knee (cm)
# WAIST_CIRC = waist circumference at navel, with relaxed abdomen (cm)
# HIP_CIRC = hip/buttock circumference where buttocks protrude most (cm)
SUBJ_NUM	AGE	WEIGHT	STATURE	SITTING_HT	KNEE_HT	WAIST_CIRC	HIP_CIRC
2070	25.5	55	164.4	87.5	49.5	68.0	84.4
2071	24.5	61	168.4	86.6	51.0	68.0	87.4
2072	24.5	49	158.4	85.6	45.0	62.9	80.4
2073	22.5	54	163.4	87.2	50.0	70.0	82.4
2074	23.5	53	162.4	89.0	46.8	65.2	80.4
2075	23.5	58	166.4	88.5	48.5	72.5	85.4
2076	25.5	45	161.4	90.0	45.5	61.5	77.4
2077	23.5	52	164.4	88.0	48.5	70.0	81.4
2078	19.5	46	159.4	88.0	47.0	60.5	79.4
2079	27.5	44	157.4	86.5	45.0	61.0	75.4
2080	23.5	55	167.4	89.4	48.5	68.0	83.4
2081	23.5	55	168.4	86.5	52.5	67.0	83.4
2082	21.5	63	162.4	87.4	48.8	72.0	87.4
2083	28.5	49	150.4	84.0	46.0	63.0	80.4
2084	25.5	39	150.4	79.5	44.6	59.0	73.4
2085	20.5	51	165.4	89.0	50.5	61.5	82.4
2086	24.5	50	163.4	90.0	46.2	79.0	82.4
2087	22.5	53	166.4	92.5	46.8	67.0	83.4
2088	20.5	53	166.4	89.5	49.2	65.0	80.4
2089	29.5	42	161.4	89.2	45.0	58.0	76.4
2090	28.5	55	164.4	85.0	50.0	69.5	84.4
2091	23.5	49	151.4	81.0	46.0	68.5	83.4
2092	32.5	44	152.4	83.0	44.8	64.0	78.4
2093	38.5	57	168.4	89.5	50.0	66.5	81.4
2094	20.5	50	151.4	82.3	45.0	64.0	82.4
2095	23.5	45	149.4	78.5	45.5	66.0	77.4
2096	27.5	45	162.4	88.0	46.5	61.0	79.4
2097	43.5	54	160.4	86.0	47.8	67.5	84.4
2098	31.5	61	160.4	86.5	49.5	75.0	92.4
2099	43.5	53	155.4	83.0	45.5	78.0	85.4
2100	36.5	52	164.4	85.5	50.3	66.0	83.4
2101	45.5	48	156.4	80.3	48.3	64.0	80.4
2102	34.5	59	167.4	90.5	49.3	73.5	91.4
2103	32.5	50	171.4	85.5	51.6	60.0	79.4
2104	26.5	50	166.4	87.5	52.0	66.5	82.4
2105	31.5	53	162.4	82.1	49.5	63.5	82.4
2106	26.5	55	169.4	89.3	50.5	69.5	86.4
2107	25.5	46	158.4	85.9	48.9	64.0	81.4
2108	25.5	48	155.4	78.0	47.5	69.0	78.4
2109	27.5	49	154.4	82.0	47.2	69.5	81.4
2110	24.5	49	165.4	85.5	49.8	65.0	81.4
2111	21.5	50	163.4	82.5	50.1	67.0	83.4
2112	21.5	50	160.4	82.9	48.5	70.0	84.4
2113	25.5	49	155.4	85.5	45.5	65.0	83.4
2114	26.5	54	156.4	81.3	47.5	71.8	84.4
2115	25.5	44	152.4	83.9	46.0	63.0	78.4
2116	20.5	59	162.4	88.5	48.5	71.5	86.4
2117	31.5	54	161.4	90.0	48.2	64.0	85.4
2118	22.5	60	168.4	91.0	51.4	72.0	88.4
2119	24.5	49	163.4	87.2	51.5	65.0	82.4
2120	22.5	49	165.4	85.5	50.3	68.5	83.4
2121	24.5	55	170.4	85.8	51.2	64.0	86.4
2122	21.5	50	164.4	84.8	51.8	67.1	82.4
2123	32.5	52	158.4	85.9	47.8	69.1	82.4
2124	20.5	44	152.4	79.6	45.5	64.0	77.4
2125	32.5	46	156.4	81.5	47.8	63.0	77.4
2126	23.5	43	155.4	83.4	47.5	61.8	75.4
2127	31.5	45	164.4	90.0	48.6	59.5	77.4
2128	32.5	58	164.4	90.5	51.0	70.0	83.4
2129	27.5	51	159.4	84.5	49.6	65.0	80.4
2130	27.5	55	172.4	94.6	52.5	65.5	80.4
2131	24.5	48	165.4	84.7	50.5	65.5	78.4
2132	37.5	48	155.4	84.0	45.6	63.0	82.4
2133	21.5	52	163.4	87.5	50.8	66.0	85.4
2134	24.5	53	164.4	88.6	49.1	65.5	84.4
2135	22.5	55	162.4	85.2	48.8	68.5	85.4
2136	22.5	46	155.4	85.0	46.5	65.0	79.4
2137	31.5	43	153.4	84.0	45.0	59.5	76.4
2138	25.5	49	157.4	84.0	46.8	66.0	82.4
2139	26.5	50	161.4	87.8	46.0	66.7	83.4
2140	29.5	53	158.4	83.0	49.0	66.0	81.4
2141	22.5	53	169.4	88.5	51.3	66.0	81.4
2142	29.5	54	153.4	80.7	47.7	74.3	87.4
2143	24.5	56	171.4	88.3	51.8	70.0	86.4
2144	21.5	62	166.4	85.0	50.9	75.5	90.4
2145	22.5	45	163.4	83.4	49.6	65.2	79.4
2146	22.5	46	160.4	86.0	49.4	66.0	80.4
2147	22.5	53	162.4	85.0	50.5	66.0	84.4
2148	33.5	59	155.4	87.5	46.7	78.0	89.4
2149	21.5	47	152.4	84.0	45.6	63.0	83.4
2150	33.5	49	166.4	87.5	47.4	68.2	82.4
2151	36.5	61	166.4	88.0	49.5	74.7	87.4
2152	39.5	43	157.4	85.0	45.9	58.0	77.4
2153	36.5	59	166.4	89.5	50.4	69.5	87.4
2154	24.5	50	156.4	83.1	48.5	67.2	82.4
2155	31.5	52	166.4	88.2	50.5	66.0	82.4
2156	22.5	61	166.4	89.8	51.8	73.0	90.4
2157	21.5	56	159.4	83.5	48.5	75.5	84.4
2158	26.5	45	148.4	80.0	44.1	64.9	80.4
2159	23.5	55	162.4	86.6	49.8	69.5	82.4
2160	22.5	59	166.4	87.8	51.0	70.5	85.4
2161	22.5	57	162.4	88.6	49.8	70.5	86.4
2162	25.5	57	169.4	92.5	51.2	71.0	80.4
2163	26.5	46	164.4	87.8	49.5	63.0	79.4
2164	26.5	52	168.4	92.0	52.0	68.0	80.4
2165	22.5	59	171.4	93.5	50.0	71.0	88.4
2166	22.5	60	165.4	87.0	52.0	74.0	84.4
2167	21.5	58	167.4	88.0	52.8	71.0	83.4
2168	23.5	46	154.4	81.5	47.5	66.0	80.4
2169	22.5	43	160.4	82.1	48.4	64.0	75.4
2170	22.5	49	152.4	83.8	45.3	67.2	80.4
2171	22.5	45	155.4	84.5	46.5	66.5	76.4
2172	30.5	47	168.4	88.4	49.3	63.5	81.4
2173	26.5	54	153.4	86.5	46.5	69.6	85.4
2174	36.5	62	168.4	91.0	50.8	73.5	89.4
2175	39.5	51	159.4	85.0	49.0	61.5	81.4
2177	29.5	52	169.4	90.5	49.7	64.4	82.4
2178	35.5	59	168.4	86.0	54.3	72.3	83.4
2179	25.5	50	152.4	83.5	45.0	71.2	79.4
2180	26.5	47	153.4	81.0	45.3	68.7	81.4
2181	21.5	53	162.4	86.0	50.6	66.7	82.4
2183	23.5	58	172.4	90.0	52.7	73.2	84.4
2184	22.5	51	166.4	91.0	49.0	66.4	81.4
2185	35.5	55	165.4	85.0	51.0	70.8	81.4
2186	23.5	51	161.4	89.0	47.7	66.0	79.4
2187	30.5	51	157.4	87.0	46.6	72.8	82.4
2188	33.5	55	170.4	87.2	52.6	64.5	83.4
2189	20.5	47	159.4	81.7	48.5	64.5	78.4
2190	22.5	55	165.4	84.2	51.9	72.5	85.4
2191	25.5	52	164.4	81.2	50.2	70.0	84.4
2192	24.5	50	162.4	87.4	48.3	63.0	83.4
2193	33.5	70	167.4	89.3	50.3	86.0	97.4
2194	23.5	41	159.4	84.4	46.6	60.0	78.4
2195	24.5	52	169.4	88.8	50.4	68.0	83.4
2196	20.5	46	162.4	85.2	50.3	61.5	80.4
2197	27.5	42	152.4	85.1	46.6	63.5	77.4
2198	22.5	54	166.4	89.9	49.5	68.6	85.4
2199	26.5	63	171.4	90.3	50.7	70.8	86.4
2200	23.5	44	153.4	82.3	46.0	66.9	79.4
2201	30.5	49	155.4	83.5	45.7	69.7	84.4
2202	20.5	51	150.4	80.3	46.8	67.0	82.4
2203	22.5	57	168.4	87.0	52.5	68.0	84.4
2204	22.5	48	157.4	84.1	47.0	65.0	80.4
2205	29.5	48	160.4	86.5	48.3	62.0	78.4
2206	26.5	60	169.4	90.8	52.0	71.9	86.4
2207	39.5	55	155.4	79.0	47.8	77.0	89.4
2208	23.5	54	166.4	88.0	51.5	65.0	82.4
2209	21.5	55	169.4	88.0	52.3	69.0	84.4
2210	22.5	51	163.4	86.0	49.0	71.0	85.4
2211	23.5	50	161.4	86.9	47.6	67.0	80.4
2212	21.5	59	166.4	87.4	49.9	68.8	87.4
2213	25.5	50	158.4	85.6	48.5	66.0	82.4
2214	29.5	56	164.4	84.5	50.4	70.0	81.4
2215	22.5	55	157.4	83.5	48.8	69.9	86.4
2216	22.5	58	165.4	83.0	50.3	68.0	85.4
2217	22.5	52	167.4	88.4	52.0	65.0	84.4
2218	27.5	41	156.4	86.5	45.5	59.0	74.4
2219	35.5	52	169.4	84.6	51.8	70.5	86.4
2220	22.5	68	176.4	87.8	55.8	74.9	93.4
2221	21.5	49	157.4	84.5	47.5	64.0	81.4
2222	23.5	53	165.4	85.5	50.7	67.9	84.4
2223	23.5	45	153.4	82.9	47.1	63.0	79.4
2224	23.5	51	161.4	85.5	47.8	65.5	81.4
2225	34.5	45	152.4	83.4	45.0	62.2	77.4
2226	23.5	60	161.4	86.0	49.3	61.0	87.4
2227	32.5	57	168.4	83.2	53.5	66.5	85.4
2228	21.5	56	158.4	85.5	47.3	69.0	84.4
2229	27.5	64	160.4	83.9	48.8	71.5	92.4
2230	20.5	49	155.4	83.7	46.9	65.0	83.4
2231	33.5	61	164.4	85.5	51.5	74.0	88.4
2232	20.5	46	154.4	79.8	48.7	68.0	79.4
2233	23.5	45	161.4	83.9	48.5	64.0	77.4
2234	22.5	53	166.4	87.4	50.2	66.5	83.4
2235	21.5	62	161.4	87.5	48.6	73.5	90.4
2236	20.5	50	165.4	85.0	50.5	69.0	82.4
2237	26.5	52	155.4	82.4	46.9	69.0	81.4
2238	40.5	53	155.4	81.5	48.6	66.0	81.4
2239	25.5	54	165.4	84.6	51.4	67.5	84.4
2240	21.5	58	167.4	87.2	52.3	68.0	86.4
2241	33.5	47	165.4	87.6	49.2	66.5	83.4
2242	23.5	53	156.4	82.7	48.2	67.5	83.4
2243	22.5	54	159.4	84.4	49.5	68.5	83.4
2244	22.5	54	160.4	86.0	48.6	65.0	85.4
2245	28.5	56	170.4	91.0	52.0	68.5	87.4
2246	20.5	40	154.4	84.0	47.0	68.0	82.4
2247	22.5	58	170.4	86.2	53.0	66.5	83.4
2248	39.5	44	143.4	80.2	45.2	61.5	76.4
2249	22.5	52	157.4	84.5	48.6	67.0	82.4
2250	23.5	52	164.4	88.0	51.0	65.5	85.4
2251	27.5	56	157.4	87.5	47.0	68.0	85.4
2252	23.5	55	158.4	86.5	47.4	71.0	87.4
2253	22.5	55	153.4	78.5	47.5	74.5	86.4
2254	20.5	49	162.4	87.2	47.5	64.2	81.4
2255	34.5	65	164.4	86.6	53.2	84.0	92.4
2256	23.5	47	152.4	77.7	47.3	63.5	77.4
2257	20.5	50	169.4	87.5	51.5	64.2	83.4
2258	20.5	55	165.4	85.2	51.4	70.0	86.4
2259	22.5	67	165.4	86.6	50.5	78.0	93.4
2260	30.5	58	166.4	85.6	49.5	73.2	86.4
2261	30.5	57	173.4	87.2	55.5	71.2	84.4
2262	21.5	50	150.4	79.4	47.8	65.7	81.4
2263	20.5	44	153.4	83.2	45.0	58.7	80.4
2264	22.5	51	162.4	81.8	50.8	68.9	85.4
2265	23.5	54	160.4	82.7	50.7	68.2	83.4
2266	33.5	61	167.4	90.4	50.7	72.0	85.4
2267	20.5	49	160.4	86.4	48.8	67.1	80.4
2268	19.5	49	158.4	82.6	47.7	65.7	84.4
2269	29.5	49	153.4	79.2	48.8	65.2	84.4
2270	21.5	53	170.4	85.6	51.6	64.5	83.4
2271	20.5	46	157.4	85.2	47.5	59.6	80.4
2272	22.5	57	165.4	87.0	51.5	70.2	86.4
2273	23.5	61	166.4	86.5	49.9	74.1	88.4
2274	21.5	55	166.4	88.3	51.4	65.1	86.4
2275	25.5	54	157.4	84.2	47.2	70.7	86.4
2276	31.5	52	155.4	82.8	46.7	71.0	85.4
2277	33.5	44	148.4	79.6	42.0	66.6	79.4
2278	22.5	54	156.4	83.5	47.9	72.2	85.4
2279	27.5	44	151.4	79.5	45.0	64.8	77.4
2280	20.5	50	160.4	84.4	48.9	66.7	80.4
2281	25.5	54	162.4	83.0	49.9	70.7	83.4
2282	22.5	55	167.4	87.5	51.1	72.3	83.4
2283	21.5	45	158.4	80.5	50.5	73.8	79.4
2284	29.5	59	161.4	88.0	47.7	70.8	89.4
2285	20.5	48	162.4	86.0	49.6	61.3	80.4
2286	28.5	52	161.4	88.0	46.8	70.4	83.4
2287	20.5	50	160.4	86.5	47.5	69.0	81.4
2288	21.5	46	154.4	85.0	46.3	61.2	80.4
2289	27.5	56	170.4	92.6	50.8	72.2	85.4
2290	22.5	54	163.4	88.1	49.3	70.7	85.4
2291	23.5	58	165.4	91.0	47.8	72.3	86.4
2292	26.5	52	164.4	87.5	49.3	67.0	83.4
2293	28.5	48	161.4	83.0	48.1	66.0	81.4
2294	31.5	50	159.4	84.1	48.2	68.7	88.4
2295	30.5	40	149.4	76.0	46.2	64.0	76.4
2296	34.5	49	165.4	87.6	50.6	68.2	83.4
2297	33.5	61	167.4	86.2	52.2	81.5	87.4
2298	20.5	41	152.4	77.2	47.3	61.2	76.4
2299	22.5	55	168.4	90.5	50.5	68.2	85.4
2300	31.5	72	171.4	90.6	53.5	74.0	95.4
2301	25.5	62	161.4	88.6	48.6	77.0	89.4
3001	39.5	47	156.4	91.5	47.8	66.0	76.4
3002	33.5	47	153.4	87.5	43.4	68.0	81.4
3003	37.5	57	165.4	89.4	48.4	70.5	86.4
3004	27.5	44	159.4	85.0	47.5	66.5	87.4
3005	34.5	45	166.4	90.5	48.7	62.0	80.4
3006	25.5	44	162.4	88.0	46.5	63.5	79.4
3007	26.5	45	163.4	91.0	45.3	63.5	77.4
3008	34.5	54	160.4	85.8	48.8	67.0	81.4
3009	23.5	51	162.4	87.9	49.5	63.0	84.4
3010	30.5	40	158.4	85.8	44.5	60.5	72.4
3012	30.5	53	159.4	86.7	47.2	74.0	82.4
3013	27.5	62	169.4	89.0	49.7	74.5	89.4
3014	22.5	54	167.4	84.2	48.7	72.0	86.4
3015	29.5	52	154.4	81.4	46.1	76.0	85.4
3016	30.5	51	159.4	87.5	45.0	66.0	80.4
3017	33.5	56	159.4	86.2	48.0	74.0	84.4
3018	29.5	56	175.4	92.5	52.6	68.0	87.4
3019	22.5	53	162.4	85.7	48.4	66.0	85.4
3020	22.5	65	155.4	82.4	45.8	62.0	77.4
3021	27.5	47	167.4	89.4	51.0	62.2	79.4
3022	26.5	55	157.4	85.1	46.3	72.5	85.4
3023	32.5	45	160.4	85.1	47.0	60.0	79.4
3024	36.5	47	160.4	85.8	46.5	67.5	85.4
3025	27.5	53	160.4	88.5	46.4	65.0	86.4
3026	23.5	51	160.4	89.0	46.0	66.1	81.4
3027	21.5	50	159.4	87.8	47.0	65.0	83.4
3028	24.5	57	163.4	87.0	48.0	70.0	86.4
3029	22.5	58	165.4	86.1	49.0	68.0	86.4
3030	32.5	46	163.4	85.5	48.5	62.0	88.4
3031	34.5	49	164.4	88.0	48.5	63.5	79.4
3032	31.5	45	160.4	82.5	49.9	63.0	76.4
3033	31.5	48	154.4	85.0	44.6	65.2	83.4
3034	34.5	53	163.4	83.2	49.3	75.0	86.4
3035	28.5	51	169.4	86.7	50.7	65.9	82.4
3036	33.5	44	159.4	85.5	48.5	59.5	78.4
3037	34.5	51	169.4	89.7	50.3	63.3	84.4
3038	33.5	50	162.4	87.3	47.9	64.1	81.4
3039	27.5	45	158.4	84.7	45.7	65.9	80.4
3040	30.5	44	159.4	83.4	47.2	62.0	79.4
3041	28.5	53	157.4	85.6	47.5	68.5	82.4
3042	30.5	39	154.4	82.3	44.9	59.0	75.4
3043	30.5	52	163.4	87.9	47.6	72.5	82.4
3044	32.5	49	158.4	82.5	46.9	67.7	82.4
3045	27.5	63	161.4	88.6	47.5	75.5	88.4
3046	34.5	50	156.4	81.4	47.3	69.2	82.4
3047	32.5	45	164.4	86.6	49.6	63.1	81.4
3048	29.5	60	161.4	85.7	46.5	81.0	90.4
3049	30.5	47	154.4	83.8	45.3	64.0	80.4
3050	29.5	45	150.4	81.5	45.6	61.5	81.4
3051	29.5	45	157.4	82.5	49.1	62.6	81.4
3052	26.5	47	156.4	86.6	45.3	66.0	80.4
3053	25.5	46	156.4	85.6	48.3	62.0	80.4
3054	25.5	60	171.4	92.5	50.8	73.7	86.4
3055	33.5	53	165.4	84.9	50.5	71.9	84.4
3056	32.5	48	163.4	87.7	48.5	61.7	81.4
3057	27.5	54	157.4	86.0	47.5	70.0	82.4
3058	32.5	47	168.4	83.5	52.4	60.0	81.4
3059	29.5	40	156.4	81.3	47.1	59.0	74.4
3060	26.5	45	156.4	84.5	46.3	58.2	78.4
3061	30.5	71	175.4	91.6	53.2	84.7	97.4
3062	25.5	48	161.4	86.2	48.5	63.9	80.4
3063	29.5	50	157.4	83.4	47.1	70.2	83.4
3064	27.5	40	154.4	82.2	45.6	58.7	76.4
3065	32.5	65	166.4	85.6	50.8	86.6	92.4
3066	37.5	50	162.4	86.9	47.7	62.9	80.4
3067	31.5	55	160.4	82.9	50.3	73.4	85.4
3068	29.5	55	159.4	84.9	48.5	77.5	86.4
3069	26.5	45	168.4	90.1	49.3	58.0	81.4
3070	33.5	53	156.4	85.0	47.3	68.0	84.4
3071	30.5	63	176.4	94.0	53.0	72.5	90.4
3072	28.5	48	159.4	86.0	47.0	70.5	82.4
3073	30.5	57	167.4	89.0	49.5	75.0	87.4
3074	33.5	55	160.4	82.5	49.5	69.5	84.4
3075	33.5	47	166.4	88.1	49.4	65.0	82.4
3076	31.5	46	166.4	87.7	47.8	66.5	78.4
3077	33.5	53	157.4	86.0	46.1	68.0	85.4
3078	20.5	47	162.4	85.1	50.5	68.5	79.4
3079	21.5	59	167.4	89.0	50.3	70.3	87.4
3080	27.5	54	158.4	85.5	47.6	73.5	87.4
3081	39.5	43	156.4	83.7	47.0	62.5	77.4
3082	29.5	59	156.4	80.6	46.7	75.2	90.4
3083	28.5	50	159.4	86.2	46.9	70.7	85.4
3084	23.5	51	167.4	88.7	49.0	65.0	82.4
3085	22.5	46	158.4	85.7	47.0	60.0	81.4
3086	22.5	49	169.4	89.7	51.3	61.8	81.4
3087	21.5	45	157.4	82.2	46.7	61.8	77.4
3088	22.5	49	164.4	86.5	49.1	62.0	81.4
3089	26.5	49	159.4	87.1	46.8	67.5	82.4
3090	26.5	51	162.4	84.6	49.1	68.5	82.4
3091	26.5	57	151.4	79.0	45.6	79.5	89.4
3092	26.5	54	163.4	85.1	50.0	68.0	85.4
3093	22.5	52	166.4	87.2	49.9	67.0	83.4
3094	20.5	44	159.4	86.5	46.9	64.0	78.4
3095	30.5	42	157.4	81.3	45.9	64.2	77.4
3096	34.5	46	161.4	80.6	47.5	66.5	79.4
3097	40.5	53	169.4	88.3	51.8	67.5	85.4
3098	26.5	54	156.4	85.2	46.3	72.0	83.4
3099	25.5	51	162.4	89.4	48.0	63.8	82.4
3100	25.5	50	160.4	84.1	48.6	70.0	81.4
3101	28.5	46	154.4	85.1	44.8	66.5	80.4
3102	28.5	44	166.4	87.8	48.6	62.5	79.4
3103	20.5	53	168.4	86.0	50.5	67.5	84.4
3104	21.5	43	150.4	78.8	44.3	60.0	76.4
3105	21.5	49	167.4	89.5	50.2	69.8	78.4
3106	21.5	60	168.4	89.5	50.6	71.2	88.4
3107	22.5	47	158.4	85.0	46.0	64.8	81.4
3108	20.5	49	166.4	87.7	48.2	62.3	82.4
3109	21.5	45	151.4	82.3	45.5	68.0	77.4
3110	21.5	47	166.4	86.0	49.5	62.0	81.4
3111	25.5	55	166.4	87.5	49.8	65.0	83.4
3112	25.5	53	158.4	86.5	46.4	64.0	82.4
3113	23.5	65	162.4	86.0	50.5	73.0	95.4
3114	22.5	45	153.4	81.5	45.6	65.0	79.4
3115	23.5	45	152.4	77.0	46.0	63.0	77.4
3116	21.5	46	153.4	79.8	46.3	66.2	82.4
3117	26.5	50	163.4	86.8	48.0	69.5	79.4
3118	20.5	48	158.4	82.0	46.8	63.5	80.4
3119	24.5	47	163.4	84.3	48.0	65.3	80.4
3120	23.5	61	162.4	81.7	48.3	80.3	88.4
3121	25.5	53	169.4	91.0	49.8	70.0	84.4
3123	29.5	55	167.4	90.0	49.0	70.5	82.4
3124	24.5	43	159.4	84.5	47.7	62.1	74.4
3125	38.5	50	162.4	89.0	48.0	68.5	80.4
3126	30.5	52	175.4	89.9	50.8	64.0	81.4
3127	38.5	45	157.4	79.2	47.3	62.0	81.4
3128	30.5	60	169.4	88.2	51.6	77.4	89.4
3129	31.5	56	156.4	82.8	47.3	76.2	85.4
3130	29.5	50	157.4	87.5	44.6	70.0	83.4
3131	36.5	59	157.4	84.3	47.8	83.1	89.4
3132	28.5	47	158.4	81.7	46.2	66.9	81.4
3133	33.5	60	163.4	85.7	50.1	78.4	89.4
3134	30.5	39	159.4	84.2	45.7	57.9	76.4
3135	40.5	47	156.4	81.5	46.2	67.8	81.4
3136	34.5	55	164.4	90.0	49.3	67.6	84.4
3137	30.5	45	159.4	87.5	47.1	65.1	79.4
3138	30.5	46	156.4	82.8	46.3	65.5	81.4
3139	31.5	44	160.4	85.4	47.5	63.9	77.4
3140	30.5	58	159.4	85.4	47.9	74.3	88.4
3141	30.5	49	159.4	83.5	47.5	66.9	81.4
3142	30.5	57	159.4	86.3	48.6	74.2	89.4
3143	26.5	38	152.4	82.5	44.4	57.2	74.4
3144	32.5	46	157.4	84.2	46.6	69.4	79.4
3145	36.5	55	155.4	84.5	48.8	80.0	87.4
3146	36.5	50	157.4	84.0	46.7	74.0	84.4
3147	36.5	48	155.4	85.7	45.1	70.7	81.4
3148	34.5	55	159.4	84.9	48.9	73.6	85.4
3149	34.5	50	162.4	82.8	50.4	68.4	82.4
3150	35.5	48	164.4	87.4	49.8	65.4	80.4
3151	35.5	45	160.4	84.5	48.3	67.3	78.4
3152	39.5	54	166.4	84.5	49.4	74.3	85.4
3153	33.5	50	154.4	83.2	46.2	69.7	84.4
3154	37.5	55	168.4	89.5	50.3	68.7	86.4
3155	33.5	57	158.4	88.8	43.9	70.4	90.4
3156	38.5	51	156.4	84.5	47.5	67.0	83.4
3157	32.5	61	158.4	82.5	48.2	80.0	90.4
3158	31.5	50	162.4	89.5	47.5	66.0	81.4
3159	35.5	75	169.4	88.3	50.8	84.3	92.4
3160	36.5	46	152.4	81.9	45.0	66.0	80.4
3161	29.5	41	157.4	80.0	46.7	62.0	76.4
3162	33.5	45	157.4	85.3	47.8	65.2	81.4
3163	23.5	51	166.4	84.0	51.5	65.1	81.4
3164	27.5	56	164.4	85.2	50.1	73.0	82.4
3165	27.5	48	160.4	80.3	47.1	64.5	80.4
3166	28.5	58	165.4	89.4	48.9	73.8	87.4
3167	33.5	55	154.4	81.2	46.5	79.5	86.4
3168	32.5	47	164.4	89.0	48.2	69.5	80.4
3169	33.5	54	159.4	86.0	45.3	67.5	84.4
3170	41.5	66	156.4	82.4	46.0	80.0	94.4
3171	30.5	59	167.4	86.4	47.6	75.0	88.4
3172	27.5	45	168.4	88.0	50.6	62.0	78.4
3173	35.5	49	162.4	86.6	46.5	69.0	81.4
3174	30.5	67	159.4	81.4	48.5	84.0	93.4
3175	26.5	51	155.4	84.6	45.6	71.0	82.4
3176	27.5	45	160.4	84.5	48.0	64.8	80.4
3177	30.5	54	160.4	83.9	48.4	77.3	87.4
3178	30.5	44	155.4	82.5	46.5	68.0	76.4
3179	31.5	59	166.4	85.6	50.2	75.0	85.4
3180	29.5	55	161.4	87.3	47.3	76.0	85.4
3181	28.5	65	158.4	86.3	47.6	85.5	95.4
3182	30.5	76	177.4	93.0	53.8	87.8	93.4
3183	27.5	44	158.4	85.2	45.6	67.3	72.4
3184	31.5	41	152.4	83.1	43.5	61.0	74.4
3185	44.5	44	153.4	79.5	45.6	66.0	77.4
3186	29.5	59	162.4	84.8	50.0	78.0	84.4
3187	26.5	55	163.4	87.9	47.4	66.3	88.4
3188	29.5	70	169.4	84.7	52.3	87.7	94.4
3189	21.5	50	160.4	85.0	48.6	63.0	83.4
3190	19.5	46	165.4	84.4	49.0	63.0	80.4
3191	19.5	53	170.4	86.5	52.5	63.8	83.4
3192	19.5	47	160.4	82.0	49.0	64.8	82.4
3193	19.5	45	160.4	83.0	46.8	62.5	77.4
3194	20.5	44	162.4	87.6	48.1	64.0	78.4
3195	20.5	54	163.4	86.6	46.6	70.0	83.4
3196	20.5	58	163.4	86.0	49.6	71.0	86.4
3197	21.5	50	171.4	86.6	53.9	65.0	79.4
3198	21.5	52	167.4	88.4	49.6	68.2	81.4
3199	21.5	45	161.4	86.0	48.0	60.0	79.4
3200	21.5	53	160.4	87.0	47.1	71.5	83.4
3201	21.5	53	165.4	87.0	49.7	67.8	83.4
3202	21.5	43	159.4	84.2	48.6	62.5	76.4
3203	20.5	61	168.4	88.0	51.0	76.0	84.4
3204	20.5	62	167.4	88.5	50.9	71.5	89.4
3205	20.5	46	159.4	80.5	48.9	67.0	79.4
3206	20.5	49	159.4	86.3	46.0	65.0	79.4
3207	22.5	48	162.4	83.0	48.9	61.8	78.4
3208	22.5	56	164.4	85.0	48.9	73.5	85.4
3209	22.5	50	168.4	86.8	50.6	63.0	80.4
3210	22.5	45	158.4	82.6	45.5	63.0	77.4
3211	22.5	55	164.4	88.4	50.3	64.3	82.4
3212	23.5	44	159.4	81.0	46.4	65.3	76.4
3213	23.5	50	168.4	82.5	50.0	66.3	81.4
3214	23.5	57	169.4	89.5	50.7	68.5	89.4
3215	26.5	55	152.4	83.0	44.2	71.2	85.4
3216	24.5	42	152.4	79.4	44.9	63.0	76.4
3217	25.5	54	159.4	88.0	45.8	73.0	85.4
3218	26.5	51	164.4	86.1	47.5	63.2	80.4
3219	22.5	53	164.4	87.6	49.5	69.0	83.4
3220	21.5	55	164.4	90.5	47.3	65.0	83.4
3221	23.5	44	164.4	87.5	49.2	58.0	80.4
3222	22.5	57	172.4	89.8	48.3	74.0	82.4
3223	24.5	53	157.4	84.5	46.5	68.0	83.4
3224	21.5	42	163.4	88.8	47.5	62.5	78.4
3225	24.5	57	173.4	93.4	50.1	69.0	83.4
3226	21.5	50	154.4	82.0	46.5	66.0	79.4
3227	21.5	42	153.4	81.2	45.8	64.5	78.4
3228	26.5	56	168.4	89.6	50.6	63.0	84.4
3229	20.5	52	155.4	86.2	47.6	63.0	83.4
3230	21.5	54	167.4	92.0	50.0	67.5	84.4
3231	23.5	46	161.4	86.5	48.7	63.6	80.4
